mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex
4051-11218-0040_8580-287364-0035_481-123720-0079_150-126112-0004_1841-179183-0012,4051,F,8580,M,481,M,150,F,1841,F
7517-100442-0027_211-122425-0043_4051-11218-0006_6531-61334-0067_254-27760-0016,7517,F,211,F,4051,F,6531,F,254,M
198-129977-0020_3259-158083-0095_4397-15666-0016_7113-86041-0041_5049-25947-0054,198,F,3259,F,4397,M,7113,F,5049,M
6078-54007-0016_4195-186236-0014_6019-3185-0102_6181-216552-0051_1723-141149-0088,6078,F,4195,F,6019,M,6181,M,1723,M
5750-100289-0007_7505-83618-0025_5390-24512-0048_669-129074-0022_911-128684-0007,5750,M,7505,M,5390,M,669,F,911,M
7302-86814-0030_625-132112-0013_163-122947-0066_3168-173565-0035_1502-122619-0042,7302,F,625,M,163,M,3168,M,1502,F
201-127786-0074_4788-94904-0011_3526-176653-0048_32-4137-0022_4362-15663-0039,201,M,4788,M,3526,F,32,F,4362,F
7148-59157-0039_254-127705-0023_5339-14134-0038_26-495-0007_4830-25904-0014,7148,F,254,M,5339,F,26,M,4830,M
8770-295465-0031_909-131041-0001_1867-154071-0043_5390-24512-0024_248-130652-0002,8770,M,909,M,1867,M,5390,M,248,F
2159-179157-0005_1235-135883-0017_3982-182255-0028_6078-54013-0031_446-123501-0040,2159,M,1235,M,3982,F,6078,F,446,M
2691-156745-0009_7505-258964-0025_6019-3185-0078_3526-176653-0021_4481-17499-0009,2691,F,7505,M,6019,M,3526,F,4481,F
3486-166424-0072_3983-5331-0014_1447-130551-0014_6531-61334-0028_6000-55211-0021,3486,M,3983,F,1447,F,6531,F,6000,F
7190-90542-0043_6454-120342-0016_839-130898-0067_1235-135884-0005_5393-19218-0009,7190,M,6454,M,839,M,1235,M,5393,F
8238-274553-0007_289-121665-0002_1235-135884-0000_27-123349-0020_6476-57446-0068,8238,F,289,F,1235,M,27,M,6476,F
1334-135589-0046_3983-5331-0010_6385-34655-0031_1502-122619-0013_311-124404-0022,1334,M,3983,F,6385,F,1502,F,311,M
8609-283227-0026_7505-258964-0027_5322-7679-0010_40-222-0038_5778-12761-0023,8609,M,7505,M,5322,M,40,F,5778,F
2843-152918-0014_4297-13009-0022_374-180298-0003_6385-220959-0008_2910-131096-0029,2843,M,4297,F,374,M,6385,F,2910,F
2182-150130-0003_4853-27671-0001_8747-293952-0064_226-131532-0023_6476-57446-0076,2182,F,4853,F,8747,M,226,F,6476,F
412-126975-0041_1069-133699-0002_5703-47198-0058_2952-408-0004_307-127540-0007,412,M,1069,F,5703,M,2952,M,307,M
5339-14133-0033_1970-28415-0002_730-360-0011_2514-149482-0088_7078-271888-0111,5339,F,1970,F,730,F,2514,M,7078,F
8098-278252-0019_3440-171009-0062_2136-5147-0005_6476-57446-0079_3436-172162-0045,8098,M,3440,F,2136,M,6476,F,3436,M
1355-39947-0043_150-132655-0005_4406-16883-0058_7067-76047-0044_2911-7601-0016,1355,M,150,F,4406,M,7067,M,2911,M
2159-179156-0033_1841-159771-0003_887-123291-0015_6563-63821-0020_405-130894-0029,2159,M,1841,F,887,F,6563,M,405,M
3374-298032-0007_307-127540-0017_7517-100429-0012_4830-25898-0002_1363-139304-0024,3374,M,307,M,7517,F,4830,M,1363,F
1246-124548-0044_1263-139804-0009_911-128684-0083_3723-171115-0047_4853-29413-0004,1246,F,1263,F,911,M,3723,M,4853,F
1447-130551-0015_5778-54535-0039_322-124146-0009_19-227-0053_233-134440-0008,1447,F,5778,F,322,F,19,F,233,M
2893-139322-0018_8468-286673-0010_8580-287364-0031_1578-6379-0039_7067-76048-0019,2893,M,8468,F,8580,M,1578,F,7067,M
4051-10927-0014_3240-131231-0080_460-172359-0075_1970-28415-0006_8838-298546-0039,4051,F,3240,M,460,M,1970,F,8838,M
8609-262281-0032_7505-258964-0037_831-130746-0014_1553-140048-0017_625-132118-0050,8609,M,7505,M,831,M,1553,F,625,M
4137-11701-0013_2196-174172-0002_7148-59157-0034_3486-166446-0042_6147-34607-0007,4137,F,2196,F,7148,F,3486,M,6147,F
3857-182315-0025_2384-152900-0055_3699-19402-0004_83-3054-0012_322-124146-0016,3857,M,2384,M,3699,M,83,F,322,F
3214-167606-0026_254-12312-0002_2391-145015-0104_3486-166446-0035_4088-158077-0006,3214,M,254,M,2391,F,3486,M,4088,F
2159-179154-0015_150-132655-0017_8465-246943-0010_4481-17498-0044_3699-47246-0012,2159,M,150,F,8465,F,4481,F,3699,M
7178-34644-0055_3947-13262-0033_7078-271888-0042_4340-15220-0040_6880-216547-0110,7178,F,3947,F,7078,F,4340,F,6880,M
3214-167607-0031_4397-15678-0029_332-128985-0004_60-121082-0089_911-128684-0051,3214,M,4397,M,332,M,60,M,911,M
211-122442-0034_163-122947-0017_2817-142371-0078_8324-286682-0046_7794-295955-0004,211,F,163,M,2817,F,8324,F,7794,F
3440-171009-0010_403-128339-0016_254-127705-0007_7148-82991-0012_730-359-0007,3440,F,403,F,254,M,7148,F,730,F
7059-77897-0018_6181-216552-0105_6209-34601-0033_5163-39921-0012_1578-140049-0028,7059,F,6181,M,6209,M,5163,F,1578,F
4362-15663-0083_5456-58161-0024_8095-274348-0016_250-140277-0007_27-123349-0016,4362,F,5456,M,8095,M,250,F,27,M
5322-7680-0011_2136-5147-0010_200-124139-0035_4853-27671-0019_1594-135914-0109,5322,M,2136,M,200,F,4853,F,1594,M
4297-13009-0002_6454-93938-0006_3112-9555-0023_1069-133709-0009_2196-170379-0000,4297,F,6454,M,3112,F,1069,F,2196,F
7635-105661-0006_196-122159-0009_5456-24741-0002_7447-91186-0010_7148-7763-0003,7635,F,196,M,5456,M,7447,M,7148,F
669-129061-0084_6181-216552-0060_4640-19189-0005_26-495-0070_446-123502-0022,669,F,6181,M,4640,F,26,M,446,M
1116-137572-0045_2159-179157-0031_3235-28452-0022_3486-166424-0027_8312-279791-0021,1116,F,2159,M,3235,F,3486,M,8312,F
426-122821-0023_2007-149877-0047_1743-142913-0030_2836-5355-0042_8063-274117-0022,426,F,2007,F,1743,M,2836,F,8063,M
196-122152-0003_5703-47212-0030_229-130880-0082_3830-12531-0017_226-131533-0012,196,M,5703,M,229,M,3830,M,226,F
4406-16883-0051_3168-173565-0056_7059-77900-0008_4214-7146-0043_3982-182255-0001,4406,M,3168,M,7059,F,4214,F,3982,F
3374-298032-0017_1898-145715-0018_4397-15668-0009_6925-80680-0051_4340-15220-0054,3374,M,1898,F,4397,M,6925,M,4340,F
7178-34644-0032_1553-140047-0023_298-126790-0036_4088-158077-0061_1841-150351-0021,7178,F,1553,F,298,F,4088,F,1841,F
1502-122619-0037_4297-13006-0024_446-123501-0049_8468-294887-0041_8609-262281-0019,1502,F,4297,F,446,M,8468,F,8609,M
200-126784-0006_8324-286682-0034_8770-295465-0021_5778-12761-0003_89-218-0017,200,F,8324,F,8770,M,5778,F,89,F
7511-102419-0043_887-123290-0006_1246-124548-0007_6818-76332-0041_4088-158077-0002,7511,F,887,F,1246,F,6818,F,4088,F
4160-14187-0005_6385-220959-0032_39-121915-0028_8838-298546-0009_7780-274562-0103,4160,F,6385,F,39,F,8838,M,7780,F
328-129766-0048_200-124140-0036_7511-102419-0004_3214-167606-0030_2092-145706-0072,328,F,200,F,7511,F,3214,M,2092,F
8312-279791-0032_233-155990-0024_4137-11702-0010_2092-145706-0021_1926-143879-0026,8312,F,233,M,4137,F,2092,F,1926,F
6078-54007-0004_5463-39174-0035_6531-61334-0017_8226-274371-0053_7402-59171-0040,6078,F,5463,M,6531,F,8226,M,7402,M
5022-29411-0064_1447-17506-0021_8747-293952-0074_6064-56168-0001_7505-258964-0009,5022,F,1447,F,8747,M,6064,F,7505,M
8629-261139-0055_3486-166424-0071_3242-67168-0025_1263-139804-0017_1737-142397-0012,8629,M,3486,M,3242,M,1263,F,1737,F
8838-298545-0007_19-227-0033_3374-298032-0041_6209-34600-0027_322-124146-0000,8838,M,19,F,3374,M,6209,M,322,F
4640-19189-0006_7113-86041-0088_4481-17499-0026_2817-142371-0036_150-126107-0028,4640,F,7113,F,4481,F,2817,F,150,F
6529-62556-0032_2007-132570-0060_248-130652-0025_3699-47246-0021_911-130578-0009,6529,M,2007,F,248,F,3699,M,911,M
2910-131096-0067_4640-19187-0039_5049-25947-0014_8630-305213-0042_4195-17507-0047,2910,F,4640,F,5049,M,8630,M,4195,F
8098-278278-0011_6925-80680-0006_2182-181183-0008_730-358-0020_1963-142776-0022,8098,M,6925,M,2182,F,730,F,1963,F
8838-298546-0040_7780-274562-0062_3168-173565-0017_7302-86814-0038_7178-34645-0036,8838,M,7780,F,3168,M,7302,F,7178,F
118-47824-0061_4813-248641-0010_7517-100437-0034_1624-142933-0014_6272-70191-0020,118,M,4813,M,7517,F,1624,M,6272,F
1737-146161-0000_5393-19219-0044_233-155990-0016_200-126784-0015_3857-182315-0021,1737,F,5393,F,233,M,200,F,3857,M
1898-145715-0025_1553-140047-0039_2764-36617-0031_3242-8112-0014_8063-274116-0000,1898,F,1553,F,2764,F,3242,M,8063,M
3235-28452-0024_3982-182255-0015_2910-131096-0089_3259-158083-0077_3242-67168-0005,3235,F,3982,F,2910,F,3259,F,3242,M
7505-258958-0011_730-360-0039_163-122947-0082_3214-167607-0037_4195-17507-0017,7505,M,730,F,163,M,3214,M,4195,F
7078-271888-0092_2911-15045-0027_669-129074-0016_625-132112-0000_26-495-0053,7078,F,2911,M,669,F,625,M,26,M
4160-11550-0008_328-129766-0037_5049-25947-0079_83-11691-0045_4362-15663-0086,4160,F,328,F,5049,M,83,F,4362,F
1723-141149-0050_6385-34655-0014_2817-142380-0006_60-121082-0070_1235-135883-0001,1723,M,6385,F,2817,F,60,M,1235,M
3214-167602-0025_1624-142933-0032_7278-246956-0011_1898-145724-0006_5022-29411-0017,3214,M,1624,M,7278,M,1898,F,5022,F
7402-90848-0021_1246-124548-0042_7148-7763-0018_8063-274112-0004_2182-181173-0033,7402,M,1246,F,7148,F,8063,M,2182,F
211-122425-0024_6000-55211-0018_426-122819-0014_831-130746-0042_8419-293473-0013,211,F,6000,F,426,F,831,M,8419,M
8063-274112-0040_19-227-0050_5456-62014-0017_4397-15678-0023_1363-135842-0005,8063,M,19,F,5456,M,4397,M,1363,F
458-126305-0006_211-122442-0011_1235-135884-0027_7517-100437-0023_198-209-0011,458,M,211,F,1235,M,7517,F,198,F
7190-90542-0010_2911-7601-0027_4788-294466-0013_3830-12530-0012_587-54108-0018,7190,M,2911,M,4788,M,3830,M,587,F
1737-148989-0025_3947-13262-0011_8063-274112-0012_7859-102518-0031_5688-41232-0052,1737,F,3947,F,8063,M,7859,F,5688,F
226-122538-0014_2764-36619-0006_3214-167602-0005_1355-39947-0062_7302-86815-0013,226,F,2764,F,3214,M,1355,M,7302,F
458-126305-0003_2436-2477-0026_403-128339-0045_4297-13006-0027_831-130746-0052,458,M,2436,M,403,F,4297,F,831,M
441-128982-0024_2436-2476-0013_201-127786-0064_2911-7601-0030_7113-86041-0089,441,F,2436,M,201,M,2911,M,7113,F
2007-149877-0039_200-124139-0038_7059-88364-0027_4297-13009-0019_211-122442-0005,2007,F,200,F,7059,F,4297,F,211,F
6181-216552-0003_8123-275193-0014_2764-36617-0003_2518-154826-0032_1069-133699-0045,6181,M,8123,F,2764,F,2518,M,1069,F
4051-10927-0000_2910-131096-0014_7078-271888-0040_1624-142933-0026_441-130108-0004,4051,F,2910,F,7078,F,1624,M,441,F
302-123504-0019_198-126831-0027_2289-152253-0012_4195-17507-0000_3830-12535-0006,302,F,198,F,2289,M,4195,F,3830,M
7278-104730-0033_4088-158077-0086_7190-90542-0054_3982-178459-0045_196-122152-0006,7278,M,4088,F,7190,M,3982,F,196,M
1553-140048-0007_196-122159-0016_2416-152137-0003_625-132118-0008_1502-122615-0025,1553,F,196,M,2416,F,625,M,1502,F
307-127540-0005_6415-116629-0034_5808-54425-0036_7780-274562-0077_4195-186238-0008,307,M,6415,F,5808,M,7780,F,4195,F
4088-158077-0001_5789-57195-0017_3240-131231-0012_1455-138263-0022_3982-182255-0016,4088,F,5789,F,3240,M,1455,M,3982,F
8465-246947-0022_1898-145724-0019_4362-15663-0034_8051-295385-0032_83-9960-0021,8465,F,1898,F,4362,F,8051,F,83,F
8580-287364-0010_412-126975-0068_8975-270782-0029_831-130746-0047_5808-48608-0055,8580,M,412,M,8975,F,831,M,5808,M
6000-86686-0015_7780-274562-0058_4640-19188-0022_1841-179183-0034_1455-138263-0020,6000,F,7780,F,4640,F,1841,F,1455,M
4137-11702-0045_7635-105661-0034_2092-145706-0064_3235-28433-0004_3242-8112-0026,4137,F,7635,F,2092,F,3235,F,3242,M
8425-292520-0017_1455-138263-0016_4362-15663-0059_7278-104730-0015_118-121721-0003,8425,M,1455,M,4362,F,7278,M,118,M
4788-91208-0001_1447-17506-0014_8108-274318-0026_5750-100289-0052_39-121915-0021,4788,M,1447,F,8108,M,5750,M,39,F
8629-261140-0030_6531-61334-0007_2159-179154-0018_831-130739-0017_6081-42010-0036,8629,M,6531,F,2159,M,831,M,6081,M
1723-141149-0007_2289-152254-0018_163-122947-0019_6385-220959-0023_2836-5355-0046,1723,M,2289,M,163,M,6385,F,2836,F
7190-90543-0014_5514-19192-0023_3440-171009-0026_8063-274116-0013_7278-91083-0030,7190,M,5514,F,3440,F,8063,M,7278,M
150-132655-0020_3607-135982-0026_1447-17506-0026_446-123502-0004_2007-132570-0020,150,F,3607,M,1447,F,446,M,2007,F
196-122150-0014_4640-19188-0015_150-132655-0015_8014-112602-0024_2196-174172-0011,196,M,4640,F,150,F,8014,F,2196,F
1235-135887-0023_5339-14133-0044_8747-293952-0013_7113-86041-0083_8770-295465-0020,1235,M,5339,F,8747,M,7113,F,8770,M
1098-133695-0054_3235-11599-0016_2843-152918-0004_60-121082-0092_6925-80680-0078,1098,F,3235,F,2843,M,60,M,6925,M
1081-125237-0105_5778-54535-0044_5561-41616-0034_7067-76048-0003_1098-133695-0021,1081,M,5778,F,5561,F,7067,M,1098,F
2436-2481-0004_5049-25947-0041_8226-274371-0019_4137-11702-0031_1743-142912-0016,2436,M,5049,M,8226,M,4137,F,1743,M
5456-58161-0005_6925-80680-0035_7113-86041-0094_7278-91083-0001_1624-142933-0022,5456,M,6925,M,7113,F,7278,M,1624,M
4406-16882-0008_1624-168623-0052_1737-142396-0009_8747-293952-0102_163-122947-0096,4406,M,1624,M,1737,F,8747,M,163,M
4898-20016-0028_4297-13006-0042_5703-47198-0052_7635-105409-0051_1246-124548-0026,4898,M,4297,F,5703,M,7635,F,1246,F
4160-14187-0026_3947-13260-0013_8324-286681-0020_6000-55211-0058_1594-135914-0089,4160,F,3947,F,8324,F,6000,F,1594,M
6147-34605-0001_103-1240-0006_1723-141149-0048_1926-147979-0010_5778-12761-0040,6147,F,103,F,1723,M,1926,F,5778,F
2196-174172-0037_8095-274345-0017_8419-286676-0002_4160-14187-0010_1235-135887-0031,2196,F,8095,M,8419,M,4160,F,1235,M
27-124992-0039_909-131041-0000_196-122159-0020_1578-140045-0008_8226-274369-0055,27,M,909,M,196,M,1578,F,8226,M
1447-17506-0027_3830-12530-0036_3723-171631-0007_8630-305213-0044_6081-41998-0013,1447,F,3830,M,3723,M,8630,M,6081,M
8226-274369-0063_7278-246956-0000_5750-35690-0002_7505-258964-0004_125-121124-0046,8226,M,7278,M,5750,M,7505,M,125,F
7859-102519-0010_1116-137572-0004_7148-7763-0011_426-122821-0039_322-124146-0002,7859,F,1116,F,7148,F,426,F,322,F
1355-39947-0001_150-126107-0037_8238-274553-0030_3982-178459-0056_7264-92316-0020,1355,M,150,F,8238,F,3982,F,7264,M
1867-154075-0026_3879-174923-0030_4406-16883-0000_426-122822-0000_441-128988-0028,1867,M,3879,F,4406,M,426,F,441,F
5163-18515-0003_909-131041-0023_426-122822-0005_5703-47212-0015_6367-65536-0047,5163,F,909,M,426,F,5703,M,6367,M
2182-150130-0010_8238-283452-0034_2136-5140-0006_3607-29116-0024_405-130895-0002,2182,F,8238,F,2136,M,3607,M,405,M
1447-130552-0017_2182-150130-0014_7794-295947-0002_2817-142371-0012_7402-90848-0015,1447,F,2182,F,7794,F,2817,F,7402,M
83-9960-0041_3436-172171-0019_39-121916-0030_4481-17498-0035_7780-274562-0074,83,F,3436,M,39,F,4481,F,7780,F
8609-262281-0004_4088-158077-0083_4214-7146-0055_2136-5147-0039_6925-80680-0001,8609,M,4088,F,4214,F,2136,M,6925,M
6836-61804-0009_7190-90542-0007_4830-25904-0038_8609-262281-0036_198-126831-0005,6836,M,7190,M,4830,M,8609,M,198,F
26-495-0069_8838-298545-0035_6454-120342-0010_1841-179183-0029_2384-152900-0016,26,M,8838,M,6454,M,1841,F,2384,M
6081-42010-0013_4160-11550-0024_7067-76048-0028_1447-17506-0016_5561-41616-0031,6081,M,4160,F,7067,M,1447,F,5561,F
4018-103416-0004_200-124140-0029_8108-280359-0021_1081-125237-0033_78-368-0010,4018,M,200,F,8108,M,1081,M,78,M
8609-283227-0019_1578-140049-0003_5750-100289-0038_7226-86965-0038_60-121082-0058,8609,M,1578,F,5750,M,7226,M,60,M
374-180299-0003_6476-57446-0081_1246-124550-0004_831-130739-0020_5192-19397-0042,374,M,6476,F,1246,F,831,M,5192,M
1363-135842-0029_4018-107312-0034_8770-295465-0012_7067-76048-0011_1040-133433-0022,1363,F,4018,M,8770,M,7067,M,1040,M
1553-140048-0040_83-9960-0014_3235-28452-0031_7178-34644-0053_3982-178459-0025,1553,F,83,F,3235,F,7178,F,3982,F
87-121553-0064_7226-86964-0029_403-128339-0034_3807-4955-0001_3879-173592-0036,87,F,7226,M,403,F,3807,M,3879,F
4481-17499-0029_7302-86815-0024_89-219-0049_3723-171115-0013_7511-102420-0043,4481,F,7302,F,89,F,3723,M,7511,F
426-122822-0006_2159-179156-0028_5049-25947-0048_78-369-0007_8630-305213-0016,426,F,2159,M,5049,M,78,M,8630,M
2416-152139-0043_3486-166446-0034_3879-174923-0000_8630-305213-0011_1723-141149-0022,2416,F,3486,M,3879,F,8630,M,1723,M
8425-246962-0020_163-122947-0081_445-123860-0009_8797-294123-0100_1116-132851-0008,8425,M,163,M,445,M,8797,M,1116,F
233-134440-0037_1963-142776-0006_7635-105409-0009_8312-279791-0052_4362-15663-0023,233,M,1963,F,7635,F,8312,F,4362,F
7447-91187-0059_5789-57158-0009_1578-6379-0032_7278-246956-0021_1235-135883-0027,7447,M,5789,F,1578,F,7278,M,1235,M
6848-252322-0007_2002-139469-0063_5750-100289-0087_248-130652-0027_7264-92314-0031,6848,M,2002,M,5750,M,248,F,7264,M
7402-59171-0027_8630-305212-0028_887-123289-0024_403-126855-0027_39-121916-0028,7402,M,8630,M,887,F,403,F,39,F
2384-152900-0018_5750-100289-0021_5456-58161-0004_6209-34600-0031_1088-134318-0015,2384,M,5750,M,5456,M,6209,M,1088,F
3699-175950-0025_831-130739-0025_8063-274112-0035_233-155990-0043_1898-145715-0010,3699,M,831,M,8063,M,233,M,1898,F
2836-5355-0012_7278-104730-0006_1898-145702-0019_3607-135982-0024_4640-19189-0002,2836,F,7278,M,1898,F,3607,M,4640,F
2911-7601-0047_328-129766-0082_7517-100437-0004_7059-88364-0031_6367-74004-0032,2911,M,328,F,7517,F,7059,F,6367,M
8098-278252-0030_1363-135842-0044_7367-86737-0094_27-124992-0034_5688-41232-0069,8098,M,1363,F,7367,M,27,M,5688,F
248-130652-0018_5322-7680-0024_4014-186183-0020_8425-291444-0009_3664-178355-0001,248,F,5322,M,4014,M,8425,M,3664,M
40-222-0021_3723-171631-0011_7780-274562-0072_446-123502-0041_1246-124550-0032,40,F,3723,M,7780,F,446,M,1246,F
4830-25904-0005_8468-286673-0039_200-126784-0007_8465-246947-0008_4640-19188-0017,4830,M,8468,F,200,F,8465,F,4640,F
669-129061-0068_4813-248638-0044_2893-139310-0020_7447-91187-0032_7226-86965-0042,669,F,4813,M,2893,M,7447,M,7226,M
6925-80680-0021_4160-14187-0025_441-128982-0020_8063-274117-0025_7800-283493-0038,6925,M,4160,F,441,F,8063,M,7800,F
8238-274553-0072_1235-135883-0022_460-172359-0006_6181-216552-0080_5652-39938-0040,8238,F,1235,M,460,M,6181,M,5652,F
1081-125237-0113_6209-34599-0020_3235-28433-0000_2952-410-0043_1069-133709-0049,1081,M,6209,M,3235,F,2952,M,1069,F
8108-280354-0017_89-219-0019_6454-107462-0002_374-180299-0008_831-130746-0020,8108,M,89,F,6454,M,374,M,831,M
1867-154075-0027_7148-82991-0027_4788-294466-0004_1841-150351-0007_332-128985-0063,1867,M,7148,F,4788,M,1841,F,332,M
2007-149877-0023_302-123504-0030_2416-152139-0036_4397-15678-0014_7447-91187-0029,2007,F,302,F,2416,F,4397,M,7447,M
5393-19218-0061_8747-293952-0070_2136-5140-0026_8629-261139-0029_200-124139-0012,5393,F,8747,M,2136,M,8629,M,200,F
7226-86965-0008_7511-102419-0055_5390-30096-0000_7635-105661-0040_6078-54013-0036,7226,M,7511,F,5390,M,7635,F,6078,F
7780-274562-0053_909-131044-0025_4362-15663-0073_1594-135914-0075_6848-252323-0031,7780,F,909,M,4362,F,1594,M,6848,M
2514-149482-0069_248-130652-0015_254-145458-0002_6454-120342-0034_5789-57195-0033,2514,M,248,F,254,M,6454,M,5789,F
7264-92314-0027_6836-76549-0011_7800-283492-0032_289-121652-0007_3807-4923-0051,7264,M,6836,M,7800,F,289,F,3807,M
5104-33407-0048_5514-19192-0033_8095-274345-0000_5192-19397-0068_311-124404-0119,5104,M,5514,F,8095,M,5192,M,311,M
4214-7146-0062_87-121553-0052_7178-34645-0021_445-123860-0001_6818-76332-0007,4214,F,87,F,7178,F,445,M,6818,F
6385-34669-0017_250-142276-0002_6081-41998-0035_5652-19215-0058_7511-102420-0018,6385,F,250,F,6081,M,5652,F,7511,F
3214-167602-0031_2007-132570-0003_1502-122619-0081_6531-61334-0086_5456-62043-0022,3214,M,2007,F,1502,F,6531,F,5456,M
3436-172171-0028_5163-18515-0036_2691-156750-0028_3259-158083-0073_4137-11702-0021,3436,M,5163,F,2691,F,3259,F,4137,F
5678-43302-0029_4481-17498-0016_5339-14134-0001_4397-15666-0005_40-222-0001,5678,M,4481,F,5339,F,4397,M,40,F
374-180298-0065_7635-105409-0017_307-127535-0038_7278-104730-0008_8580-287363-0001,374,M,7635,F,307,M,7278,M,8580,M
4859-29340-0022_87-121553-0090_322-124147-0026_5867-48852-0031_6019-3185-0101,4859,M,87,F,322,F,5867,F,6019,M
8747-293952-0105_1970-26100-0011_2836-5355-0031_78-369-0000_1743-142912-0027,8747,M,1970,F,2836,F,78,M,1743,M
4195-17507-0018_4340-15220-0018_4014-186179-0026_7226-86965-0034_5192-19397-0034,4195,F,4340,F,4014,M,7226,M,5192,M
5022-29411-0016_5808-54425-0003_2764-36616-0015_4830-25898-0020_1970-28415-0007,5022,F,5808,M,2764,F,4830,M,1970,F
1040-133433-0024_6925-80680-0038_1723-141149-0004_446-123501-0003_2843-152918-0057,1040,M,6925,M,1723,M,446,M,2843,M
200-124140-0025_8063-274116-0029_1235-135884-0033_8797-294123-0029_5778-54535-0043,200,F,8063,M,1235,M,8797,M,5778,F
5339-14133-0047_8088-284756-0062_8051-119902-0020_481-123719-0030_248-130697-0009,5339,F,8088,M,8051,F,481,M,248,F
3235-28452-0029_2518-154826-0022_302-123516-0024_6880-216547-0004_4859-22176-0003,3235,F,2518,M,302,F,6880,M,4859,M
8609-283227-0061_7302-86814-0017_4214-7146-0026_5652-19215-0024_3240-131231-0082,8609,M,7302,F,4214,F,5652,F,3240,M
78-369-0017_5322-7680-0031_5688-15787-0017_6848-76049-0003_6437-66172-0026,78,M,5322,M,5688,F,6848,M,6437,M
7859-102518-0032_3982-182255-0019_1183-133256-0021_6019-3185-0064_125-121124-0083,7859,F,3982,F,1183,F,6019,M,125,F
4195-186236-0013_60-121082-0006_1963-147036-0034_5703-47198-0012_8088-284756-0016,4195,F,60,M,1963,F,5703,M,8088,M
5163-39921-0042_3486-166424-0054_4137-11702-0051_2836-5355-0017_7059-77900-0030,5163,F,3486,M,4137,F,2836,F,7059,F
125-121124-0041_5322-7678-0026_7635-105661-0049_40-121026-0014_1502-122619-0025,125,F,5322,M,7635,F,40,F,1502,F
6563-285357-0024_458-126305-0019_1116-137572-0054_103-1241-0015_8425-246962-0011,6563,M,458,M,1116,F,103,F,8425,M
1926-147979-0040_7190-90542-0012_1455-134435-0006_5778-54535-0034_3947-13260-0015,1926,F,7190,M,1455,M,5778,F,3947,F
125-121124-0006_7794-295947-0044_5514-19193-0015_3242-67168-0000_87-121553-0059,125,F,7794,F,5514,F,3242,M,87,F
2436-2476-0027_1081-125237-0087_587-41619-0018_1355-39947-0091_229-130880-0086,2436,M,1081,M,587,F,1355,M,229,M
1926-147987-0012_6078-54013-0072_1737-148989-0012_1363-135842-0013_1069-133699-0048,1926,F,6078,F,1737,F,1363,F,1069,F
6415-100596-0013_233-155990-0046_6272-70171-0002_445-123857-0023_2764-36616-0002,6415,F,233,M,6272,F,445,M,2764,F
7226-86965-0048_5322-7680-0033_4397-15678-0043_3947-13262-0039_89-218-0040,7226,M,5322,M,4397,M,3947,F,89,F
3699-47246-0011_911-128684-0075_4898-28461-0034_1116-132851-0016_1455-134435-0057,3699,M,911,M,4898,M,1116,F,1455,M
4214-7146-0074_1355-39947-0057_4014-186175-0004_2136-5140-0011_3259-158083-0119,4214,F,1355,M,4014,M,2136,M,3259,F
328-129766-0008_2836-5355-0051_441-128982-0018_8770-295465-0015_6147-34607-0003,328,F,2836,F,441,F,8770,M,6147,F
1926-147987-0008_5390-30096-0030_1723-141149-0016_6000-55211-0002_7078-271888-0106,1926,F,5390,M,1723,M,6000,F,7078,F
831-130746-0017_2182-150130-0018_1841-159771-0011_7302-86814-0023_7511-102420-0010,831,M,2182,F,1841,F,7302,F,7511,F
7402-59171-0014_5514-19193-0024_1098-133695-0044_3699-47246-0017_839-130898-0083,7402,M,5514,F,1098,F,3699,M,839,M
2817-142380-0002_730-360-0038_2391-145015-0114_83-9960-0018_298-126791-0031,2817,F,730,F,2391,F,83,F,298,F
196-122159-0030_4898-20016-0032_2691-156745-0026_7178-34644-0049_2911-7601-0022,196,M,4898,M,2691,F,7178,F,2911,M
1455-138263-0036_6367-65536-0069_2893-139310-0019_7402-90848-0011_5867-48852-0073,1455,M,6367,M,2893,M,7402,M,5867,F
6272-70191-0030_5561-41616-0004_7178-34644-0066_7635-105661-0020_6531-61334-0104,6272,F,5561,F,7178,F,7635,F,6531,F
7302-86814-0046_5561-41615-0041_446-123501-0010_2817-142371-0071_40-222-0031,7302,F,5561,F,446,M,2817,F,40,F
1183-133256-0002_403-128339-0028_4297-13009-0031_7278-104730-0030_1098-133695-0055,1183,F,403,F,4297,F,7278,M,1098,F
1455-138263-0026_1594-135914-0047_4195-186237-0018_6081-42010-0023_481-123720-0021,1455,M,1594,M,4195,F,6081,M,481,M
7190-90542-0055_2196-174172-0025_6209-34601-0023_7505-258964-0007_87-121553-0005,7190,M,2196,F,6209,M,7505,M,87,F
2002-139469-0027_2182-150130-0017_5688-15787-0027_3214-167606-0010_3168-173564-0042,2002,M,2182,F,5688,F,3214,M,3168,M
3699-19402-0005_1334-135589-0042_6000-55211-0000_5778-54535-0018_2436-2481-0029,3699,M,1334,M,6000,F,5778,F,2436,M
4018-107338-0014_6476-96661-0029_229-130880-0032_7800-283492-0011_6529-62554-0010,4018,M,6476,F,229,M,7800,F,6529,M
1334-135589-0082_4362-15663-0006_2136-5143-0037_1081-125237-0007_6880-216547-0098,1334,M,4362,F,2136,M,1081,M,6880,M
