mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex
806-123715-0028_303-123507-0019_1789-137618-0034_380-129066-0049_6060-58090-0036,806,M,303,M,1789,M,380,F,6060,M
5007-31603-0036_5093-39749-0023_4681-13056-0028_5133-30591-0015_6160-44912-0076,5007,F,5093,F,4681,M,5133,F,6160,F
6519-69411-0003_192-128344-0021_7339-86765-0029_1121-135824-0033_4731-58193-0016,6519,F,192,F,7339,M,1121,M,4731,F
2093-143262-0008_1054-143005-0044_8575-290350-0026_157-121899-0008_5810-8689-0029,2093,M,1054,F,8575,M,157,M,5810,M
5190-87791-0045_7525-92915-0017_16-122827-0013_7647-102250-0023_81-121543-0038,5190,M,7525,F,16,F,7647,M,81,M
8404-282926-0031_2393-144496-0025_1053-132821-0032_5400-34479-0025_4010-10801-0009,8404,F,2393,M,1053,F,5400,F,4010,M
7339-86765-0054_7481-101276-0024_593-126929-0041_2060-150855-0007_7495-252342-0005,7339,M,7481,F,593,M,2060,F,7495,F
4243-187024-0014_699-132866-0003_3072-155948-0053_2137-131751-0013_2481-163597-0002,4243,M,699,F,3072,M,2137,M,2481,F
1463-134465-0031_5876-10347-0061_2411-132532-0039_459-123443-0039_497-125118-0030,1463,F,5876,F,2411,F,459,M,497,M
2577-157236-0000_3866-9920-0028_2404-141242-0053_8772-270777-0039_500-125123-0099,2577,F,3866,M,2404,M,8772,M,500,M
7832-114468-0031_4236-8927-0082_8573-286306-0084_6574-70753-0015_81-121543-0115,7832,M,4236,M,8573,F,6574,M,81,M
4071-39913-0023_6006-60480-0011_5062-294697-0031_1121-176698-0008_1401-146770-0001,4071,F,6006,F,5062,F,1121,M,1401,F
5914-52088-0035_5513-39477-0053_1383-130533-0019_1290-135762-0036_6104-58845-0066,5914,M,5513,M,1383,M,1290,F,6104,F
6499-57667-0012_409-124990-0111_175-123036-0006_3368-170950-0020_4733-6398-0077,6499,M,409,M,175,F,3368,M,4733,M
8887-281471-0032_2498-134816-0005_464-126832-0030_1349-135891-0006_7481-101276-0091,8887,M,2498,F,464,M,1349,M,7481,F
6694-70837-0015_2533-149939-0002_3483-115968-0011_5570-73848-0009_7825-258970-0016,6694,M,2533,M,3483,M,5570,F,7825,M
5333-5097-0029_718-129597-0061_2618-138042-0028_8575-290350-0038_2240-148521-0008,5333,M,718,M,2618,M,8575,M,2240,M
7538-100045-0024_1752-16632-0063_204-287139-0017_1851-148312-0024_6352-88007-0005,7538,M,1752,F,204,M,1851,F,6352,F
7285-72200-0055_3686-171133-0059_7783-107486-0015_5985-300225-0029_8879-300234-0040,7285,F,3686,M,7783,F,5985,M,8879,M
2411-132532-0037_6828-64738-0048_8855-302395-0009_93-126209-0026_2823-160953-0023,2411,F,6828,F,8855,M,93,F,2823,M
6694-70837-0109_380-129066-0007_7594-91192-0010_205-157088-0025_576-129623-0100,6694,M,380,F,7594,F,205,F,576,F
38-121024-0049_718-129597-0019_3540-163612-0040_3738-164927-0001_2790-142824-0043,38,M,718,M,3540,M,3738,F,2790,F
1552-141135-0025_2319-138656-0006_829-123192-0044_4236-8927-0055_3703-71531-0005,1552,M,2319,M,829,F,4236,M,3703,F
783-126739-0101_323-126408-0083_459-127522-0025_5189-59288-0010_216-122451-0053,783,F,323,F,459,M,5189,M,216,M
480-123176-0028_1806-143946-0007_2992-164100-0045_4848-28247-0043_6690-73075-0030,480,M,1806,M,2992,M,4848,M,6690,M
1498-140041-0011_157-126796-0010_2256-137627-0017_1311-134176-0034_5776-46889-0021,1498,F,157,M,2256,F,1311,M,5776,M
1383-130532-0017_8006-112592-0047_953-130625-0085_472-129983-0030_7276-284424-0043,1383,M,8006,M,953,M,472,F,7276,F
549-126410-0015_5918-46890-0098_3357-28375-0032_716-129583-0035_5126-36956-0022,549,F,5918,M,3357,F,716,M,5126,M
2775-161226-0023_7484-39971-0019_7188-107627-0035_1311-134176-0036_2688-144986-0019,2775,F,7484,M,7188,M,1311,M,2688,M
7939-120330-0009_8113-117384-0013_8677-291953-0005_1160-134674-0007_3008-164328-0038,7939,M,8113,F,8677,F,1160,M,3008,F
2751-142362-0024_3540-163612-0096_1283-129808-0034_480-126336-0011_7241-90850-0006,2751,F,3540,M,1283,M,480,M,7241,M
2240-148522-0010_2093-143264-0008_2319-138656-0045_3230-137483-0053_6965-291718-0025,2240,M,2093,M,2319,M,3230,M,6965,M
192-123167-0002_8222-274380-0004_5304-109507-0019_7733-106800-0084_7515-220980-0004,192,F,8222,M,5304,M,7733,F,7515,F
5637-41166-0023_4590-18005-0021_850-131003-0048_114-129324-0023_2882-147159-0017,5637,M,4590,M,850,M,114,F,2882,F
724-123283-0020_8266-258263-0011_7981-112057-0008_5672-88367-0030_7525-101265-0041,724,M,8266,M,7981,M,5672,M,7525,F
8421-283462-0054_3630-24758-0009_1536-137608-0038_5538-224746-0040_8490-284269-0020,8421,F,3630,F,1536,M,5538,F,8490,M
7730-304535-0016_1313-135020-0043_8573-286306-0087_1740-141148-0116_5290-39475-0066,7730,F,1313,M,8573,F,1740,F,5290,F
5731-50777-0016_593-126932-0031_7085-2327-0042_8119-115686-0056_3180-138043-0027,5731,F,593,M,7085,M,8119,M,3180,M
6895-92805-0020_8113-301693-0010_7594-81881-0001_4098-11547-0012_3008-164327-0005,6895,F,8113,F,7594,F,4098,F,3008,F
1046-133224-0021_549-126410-0053_5604-26987-0002_2149-8912-0014_7665-104978-0000,1046,M,549,F,5604,F,2149,M,7665,M
3972-170212-0044_3549-173591-0016_2393-144496-0109_6341-64956-0004_8222-274378-0010,3972,F,3549,F,2393,M,6341,F,8222,M
8494-244431-0026_3914-10089-0024_6927-86045-0009_476-134312-0005_1634-141571-0047,8494,M,3914,M,6927,F,476,M,1634,M
6696-73295-0037_7416-103126-0023_176-123269-0002_5538-70919-0030_8066-290047-0016,6696,F,7416,F,176,M,5538,F,8066,M
576-129623-0027_1482-140071-0014_534-123059-0001_7802-104398-0028_5062-294697-0020,576,F,1482,M,534,F,7802,F,5062,F
1289-288043-0028_56-1731-0008_5448-19208-0009_7733-106800-0022_4071-39913-0021,1289,F,56,F,5448,M,7733,F,4071,F
6686-216563-0020_2598-4662-0052_7245-104886-0001_7777-106367-0009_2113-132485-0045,6686,M,2598,F,7245,F,7777,M,2113,M
459-127521-0003_6157-40556-0023_6763-74797-0035_1290-135762-0056_4957-30119-0032,459,M,6157,M,6763,F,1290,F,4957,F
55-121069-0038_8097-108005-0028_3370-163384-0005_7258-91905-0028_6690-73073-0019,55,M,8097,F,3370,M,7258,M,6690,M
5809-51162-0003_7120-76055-0025_510-130101-0022_7095-88484-0013_258-121528-0009,5809,F,7120,F,510,M,7095,M,258,M
115-122944-0067_1571-138486-0008_5206-19376-0012_1556-143307-0035_7717-105405-0029,115,F,1571,M,5206,M,1556,M,7717,F
6119-48032-0045_4945-29092-0000_5810-8674-0005_8163-274549-0012_501-125127-0005,6119,M,4945,M,5810,M,8163,F,501,M
1313-135020-0005_1944-159228-0027_3082-165428-0041_8592-285135-0061_2319-138631-0007,1313,M,1944,F,3082,M,8592,M,2319,M
8459-285173-0045_8534-216567-0011_1054-143005-0072_598-127703-0064_2532-157475-0021,8459,M,8534,M,1054,F,598,F,2532,F
8684-293663-0005_6188-78885-0045_2823-160953-0016_7384-84010-0051_8592-285135-0029,8684,F,6188,F,2823,M,7384,F,8592,M
8619-291379-0013_1316-132800-0025_1182-134981-0010_7120-118112-0030_472-130755-0022,8619,M,1316,M,1182,M,7120,F,472,F
7981-112058-0029_7720-105167-0004_8677-296078-0016_2673-156474-0001_1678-142279-0063,7981,M,7720,M,8677,F,2673,M,1678,F
1740-141148-0003_8459-285173-0017_1448-135894-0060_8575-290350-0011_1390-130494-0020,1740,F,8459,M,1448,F,8575,M,1390,F
6215-68888-0033_4848-101836-0011_2368-157056-0010_4260-176853-0078_274-121382-0012,6215,F,4848,M,2368,M,4260,F,274,F
340-124368-0075_7553-101289-0072_1487-133273-0070_7416-103126-0029_3866-9920-0017,340,M,7553,M,1487,M,7416,F,3866,M
583-139009-0048_7515-220980-0016_1018-133447-0040_216-122441-0002_5290-39475-0050,583,M,7515,F,1018,M,216,M,5290,F
2652-157644-0071_2823-160964-0028_899-126233-0055_9023-296468-0066_362-123013-0005,2652,F,2823,M,899,M,9023,F,362,F
770-134592-0008_225-131259-0001_249-121331-0096_464-126794-0031_3645-186230-0009,770,M,225,F,249,M,464,M,3645,F
7000-83696-0040_2194-141235-0032_487-129440-0031_1473-135657-0032_6937-112761-0014,7000,M,2194,F,487,M,1473,M,6937,F
6235-36641-0034_6518-66464-0029_6788-96241-0018_7881-105574-0012_781-126737-0017,6235,F,6518,F,6788,F,7881,M,781,M
93-126209-0047_5810-8674-0022_7730-304541-0007_8193-116804-0031_8786-276749-0013,93,F,5810,M,7730,F,8193,F,8786,M
1093-132891-0041_1264-135033-0028_216-122451-0032_8266-258263-0040_154-124003-0023,1093,F,1264,M,216,M,8266,M,154,M
4335-15081-0021_8771-294523-0019_3703-73732-0003_8713-300047-0006_1943-138033-0108,4335,M,8771,F,3703,F,8713,M,1943,M
637-127597-0018_3967-292604-0006_7229-80656-0047_6544-67863-0025_1349-135892-0070,637,M,3967,F,7229,F,6544,F,1349,M
7995-276908-0019_803-139752-0021_7938-109180-0001_64-76974-0000_7245-104890-0006,7995,F,803,M,7938,M,64,F,7245,F
4681-13056-0022_1825-135580-0023_3540-163612-0101_231-127936-0014_3330-172156-0003,4681,M,1825,F,3540,M,231,M,3330,F
1752-16632-0005_7339-86804-0010_242-122627-0048_192-128344-0022_3446-144019-0012,1752,F,7339,M,242,F,192,F,3446,F
948-132707-0031_6683-67218-0004_6895-96175-0010_5293-82020-0035_3230-137483-0037,948,F,6683,F,6895,F,5293,M,3230,M
3816-19585-0004_708-129393-0068_1093-132891-0066_9022-282357-0025_258-130878-0072,3816,F,708,M,1093,F,9022,F,258,M
3448-5416-0023_246-122825-0040_1335-163935-0023_2404-141240-0007_1445-139387-0005,3448,M,246,F,1335,F,2404,M,1445,M
6330-62850-0022_8057-271826-0001_7945-112011-0012_6865-95963-0036_2238-121413-0010,6330,M,8057,F,7945,F,6865,F,2238,M
5092-28465-0052_708-129393-0041_868-131294-0005_6782-61316-0006_5389-4861-0083,5092,M,708,M,868,M,6782,F,5389,M
7868-246932-0041_2674-155968-0075_5239-31629-0003_1987-144135-0024_6965-277899-0001,7868,F,2674,M,5239,M,1987,M,6965,M
9026-282385-0040_957-130588-0031_3654-171138-0002_249-121331-0062_3330-170956-0049,9026,F,957,M,3654,M,249,M,3330,F
1027-125140-0036_6215-62347-0015_2473-157859-0021_3889-9915-0034_3923-174992-0003,1027,M,6215,F,2473,M,3889,F,3923,M
55-121069-0021_6865-95963-0027_501-125128-0008_3905-172165-0018_5123-29120-0045,55,M,6865,F,501,M,3905,F,5123,M
8401-280380-0112_4289-21393-0020_3835-178030-0027_2882-147159-0072_2816-4136-0029,8401,M,4289,F,3835,M,2882,F,2816,M
3221-138045-0015_6690-73075-0039_3032-19361-0054_6104-58843-0028_5400-34478-0037,3221,M,6690,M,3032,M,6104,F,5400,F
242-122627-0024_1629-139710-0051_1012-133424-0081_6673-72311-0062_3686-171133-0001,242,F,1629,F,1012,F,6673,F,3686,M
3118-5911-0034_2787-157400-0028_534-123059-0038_4595-45204-0002_6115-58776-0027,3118,M,2787,M,534,F,4595,M,6115,M
2573-178449-0036_3274-167022-0002_7789-103120-0029_2812-160187-0020_8266-258263-0001,2573,F,3274,M,7789,F,2812,M,8266,M
1571-141320-0031_1066-103481-0011_583-139009-0051_2999-156967-0043_7139-88748-0021,1571,M,1066,F,583,M,2999,M,7139,M
8057-284428-0002_2238-121415-0051_5570-73848-0027_7314-93276-0016_7518-86741-0092,8057,F,2238,M,5570,F,7314,M,7518,M
3380-64300-0032_5583-41259-0002_7437-99249-0010_4148-134149-0004_7540-101799-0023,3380,F,5583,F,7437,M,4148,M,7540,M
1776-139035-0021_380-129064-0048_1448-135894-0045_2269-147627-0013_5618-48830-0019,1776,M,380,F,1448,F,2269,F,5618,F
1379-130530-0000_8527-281132-0019_6286-69422-0038_6518-66464-0008_7297-275885-0013,1379,M,8527,M,6286,F,6518,F,7297,F
850-131003-0037_207-122801-0035_7398-98880-0011_7515-220980-0015_7188-82904-0028,850,M,207,M,7398,F,7515,F,7188,M
2638-10172-0067_1487-133273-0051_2012-139355-0001_953-130625-0083_7868-246932-0013,2638,F,1487,M,2012,M,953,M,7868,F
6104-58845-0010_7802-104391-0012_8534-216567-0029_2334-150915-0000_803-139743-0010,6104,F,7802,F,8534,M,2334,M,803,M
2194-141235-0013_1629-139710-0026_4381-14897-0021_1212-75242-0037_8421-283462-0035,2194,F,1629,F,4381,F,1212,F,8421,F
639-124526-0003_3630-11612-0037_8396-120277-0007_14-208-0004_3638-696-0011,639,M,3630,F,8396,M,14,F,3638,F
5123-34572-0046_3914-10089-0038_8028-233366-0020_5147-32137-0005_3549-171171-0000,5123,M,3914,M,8028,M,5147,M,3549,F
501-125127-0069_8848-293963-0018_7117-86732-0005_2790-142824-0131_815-130105-0006,501,M,8848,M,7117,F,2790,F,815,M
6406-88089-0023_7313-91072-0055_699-132866-0029_487-129440-0069_2882-147159-0088,6406,F,7313,M,699,F,487,M,2882,F
1160-139336-0025_7981-112056-0008_3228-4687-0002_6269-66176-0011_408-122806-0069,1160,M,7981,M,3228,F,6269,M,408,F
850-131003-0030_1634-141571-0054_203-132073-0006_2532-157475-0012_122-121730-0023,850,M,1634,M,203,F,2532,F,122,M
6104-58843-0026_2812-160187-0088_1645-141819-0002_5513-39477-0007_2673-162129-0015,6104,F,2812,M,1645,M,5513,M,2673,M
3380-64298-0001_8718-295446-0021_2404-141240-0033_4116-13265-0012_559-126296-0018,3380,F,8718,F,2404,M,4116,F,559,M
4860-13185-0002_4138-11079-0066_2110-161100-0000_2532-163402-0020_6258-49755-0067,4860,M,4138,F,2110,M,2532,F,6258,M
8527-281132-0013_1825-135580-0091_90-121085-0008_8176-115047-0000_8142-3966-0031,8527,M,1825,F,90,M,8176,M,8142,M
6139-58869-0007_1509-143477-0055_7069-246893-0018_7117-86710-0047_6877-77361-0031,6139,F,1509,F,7069,M,7117,F,6877,M
6518-66464-0026_5293-82020-0034_4899-32637-0009_816-2301-0048_5139-30106-0019,6518,F,5293,M,4899,F,816,M,5139,F
2790-142824-0058_176-122025-0012_288-121741-0018_2056-143893-0078_6054-41610-0013,2790,F,176,M,288,F,2056,F,6054,F
7657-104717-0018_501-125127-0049_7495-102612-0007_1322-137588-0052_3094-136458-0029,7657,F,501,M,7495,F,1322,M,3094,F
2348-143895-0088_829-123192-0001_5337-37090-0026_6828-64738-0022_3379-132601-0024,2348,F,829,F,5337,F,6828,F,3379,F
1121-176698-0013_5401-39508-0008_594-127731-0008_329-862-0039_8410-278220-0018,1121,M,5401,M,594,M,329,M,8410,F
2299-6525-0066_7981-112058-0003_1413-121799-0022_5189-37999-0015_16-122828-0047,2299,M,7981,M,1413,M,5189,M,16,F
409-124990-0101_7445-94522-0015_4236-8927-0003_1859-145701-0017_581-126955-0026,409,M,7445,F,4236,M,1859,F,581,M
8705-290361-0026_8401-280380-0002_8464-282934-0029_8176-115047-0044_369-125882-0020,8705,M,8401,M,8464,M,8176,M,369,M
1639-133290-0012_816-2301-0040_3114-170976-0018_3448-5416-0026_4260-176854-0046,1639,M,816,M,3114,M,3448,M,4260,F
3185-163505-0050_5400-34478-0020_1668-136271-0005_7881-109662-0009_511-131226-0029,3185,M,5400,F,1668,F,7881,M,511,M
510-130103-0013_2056-143893-0043_7705-101579-0014_2618-138042-0098_1944-159227-0029,510,M,2056,F,7705,M,2618,M,1944,F
1422-149735-0026_6378-61780-0026_8545-287671-0051_2411-132532-0052_7802-104394-0052,1422,F,6378,F,8545,F,2411,F,7802,F
487-129440-0085_6395-84349-0002_8575-290349-0002_38-121024-0038_1571-138486-0015,487,M,6395,M,8575,M,38,M,1571,M
4433-16802-0047_6288-63111-0015_5115-26951-0018_4535-279852-0028_3224-168199-0001,4433,M,6288,F,5115,F,4535,M,3224,F
337-123025-0037_4044-9010-0095_6555-398-0023_5637-41166-0027_1027-125147-0033,337,F,4044,F,6555,M,5637,M,1027,M
5319-42637-0001_7752-113336-0025_3094-136458-0090_7188-104637-0023_716-129582-0011,5319,M,7752,F,3094,F,7188,M,716,M
7932-278228-0029_101-126861-0000_2853-164188-0008_2499-156154-0013_6510-62558-0014,7932,F,101,M,2853,F,2499,M,6510,M
7569-102240-0048_2498-134785-0042_6865-95963-0021_231-119253-0020_329-862-0012,7569,M,2498,F,6865,F,231,M,329,M
7495-252341-0030_7335-290365-0082_3905-172165-0005_3852-175448-0067_3972-185074-0003,7495,F,7335,F,3905,F,3852,F,3972,F
612-121766-0000_3521-12715-0034_5206-19376-0001_4586-96498-0029_1422-146123-0000,612,F,3521,M,5206,M,4586,M,1422,F
2696-157636-0054_4108-2772-0016_1052-139308-0033_868-131294-0023_98-121658-0053,2696,M,4108,M,1052,F,868,M,98,F
3852-175448-0051_2294-161707-0021_8195-117382-0073_4290-14526-0015_8855-283228-0019,3852,F,2294,M,8195,M,4290,M,8855,M
8705-290363-0042_979-128678-0012_7095-88489-0009_3448-5416-0002_3889-130125-0037,8705,M,979,F,7095,M,3448,M,3889,F
7949-39970-0096_5519-39478-0013_3114-170977-0029_3187-168497-0007_3551-7894-0047,7949,M,5519,M,3114,M,3187,M,3551,F
984-137141-0020_2929-86777-0002_23-124439-0109_4010-10801-0025_497-129325-0041,984,M,2929,M,23,F,4010,M,497,M
7910-80534-0002_1212-14653-0014_5290-26685-0026_2061-147110-0086_1958-144503-0027,7910,F,1212,F,5290,F,2061,F,1958,M
979-128678-0000_5810-8689-0010_511-131228-0018_3922-723-0046_9023-296468-0035,979,F,5810,M,511,M,3922,F,9023,F
1349-135891-0000_1175-126220-0062_6189-21305-0011_6637-71405-0013_1311-134176-0012,1349,M,1175,M,6189,F,6637,F,1311,M
1382-130516-0020_3967-29012-0030_6014-32886-0009_3645-39840-0031_3945-29110-0016,1382,F,3967,F,6014,F,3645,F,3945,M
3551-7894-0027_216-122441-0024_4770-25951-0012_596-127685-0037_6115-58776-0021,3551,F,216,M,4770,F,596,F,6115,M
2401-144485-0046_54-121080-0034_6286-69422-0043_1025-92820-0012_1943-138033-0012,2401,F,54,F,6286,F,1025,M,1943,M
2920-156224-0047_4138-11079-0018_6206-14960-0029_3105-166683-0021_7594-81881-0012,2920,F,4138,F,6206,F,3105,M,7594,F
5802-66347-0001_1093-132891-0004_8527-281131-0008_5918-46890-0026_1025-92820-0026,5802,M,1093,F,8527,M,5918,M,1025,M
7314-93277-0021_8786-276735-0075_1365-134830-0038_7258-91902-0004_1182-133396-0015,7314,M,8786,M,1365,M,7258,M,1182,M
398-130093-0019_6518-66470-0012_2751-142363-0002_3185-163507-0017_1028-133393-0032,398,M,6518,F,2751,F,3185,M,1028,M
8776-270778-0093_373-130974-0005_4071-39913-0014_3114-170976-0026_1222-133834-0026,8776,F,373,F,4071,F,3114,M,1222,M
6981-70843-0076_1222-133834-0016_246-122825-0042_7816-108621-0000_8401-280380-0052,6981,M,1222,M,246,F,7816,F,8401,M
1851-148312-0033_5206-19376-0035_4148-183988-0051_5190-87791-0061_6686-216563-0039,1851,F,5206,M,4148,M,5190,M,6686,M
6555-398-0033_5656-44577-0042_1634-141571-0033_2156-25563-0026_7518-86741-0098,6555,M,5656,M,1634,M,2156,M,7518,M
2201-160438-0031_4945-29092-0014_3379-132592-0020_231-119253-0034_7342-254918-0008,2201,M,4945,M,3379,F,231,M,7342,F
1093-132891-0089_5186-7793-0001_8879-300343-0017_2204-131732-0079_1806-143948-0037,1093,F,5186,M,8879,M,2204,F,1806,M
6233-61741-0003_3584-74477-0012_781-127518-0002_22-121148-0047_4770-25951-0038,6233,F,3584,F,781,M,22,F,4770,F
3972-185074-0031_3513-163606-0020_2494-156015-0008_1379-130529-0023_7339-86804-0011,3972,F,3513,F,2494,M,1379,M,7339,M
4116-13256-0025_1513-140222-0069_5767-48579-0039_708-129393-0119_7416-103126-0040,4116,F,1513,M,5767,M,708,M,7416,F
4071-39616-0007_5985-63885-0028_3221-138045-0012_79-121541-0022_464-126794-0000,4071,F,5985,M,3221,M,79,F,464,M
497-129325-0000_2137-131742-0026_3686-171134-0048_8028-233366-0003_7754-108640-0021,497,M,2137,M,3686,M,8028,M,7754,F
7833-102238-0042_593-126928-0015_1224-121064-0088_2499-156154-0030_3328-168626-0007,7833,M,593,M,1224,F,2499,M,3328,M
2971-4275-0071_1800-142858-0083_1264-129805-0017_1348-135826-0032_203-132069-0017,2971,M,1800,F,1264,M,1348,F,203,F
3119-163527-0012_548-126961-0030_8725-294551-0004_1383-130489-0026_296-142727-0007,3119,F,548,M,8725,M,1383,M,296,M
7240-108066-0016_1175-126220-0006_7342-254918-0070_1066-4479-0039_7134-67233-0059,7240,F,1175,M,7342,F,1066,F,7134,M
6104-58843-0010_2334-150916-0019_224-133227-0027_4238-12538-0056_9023-296468-0055,6104,F,2334,M,224,F,4238,F,9023,F
4010-10801-0000_2853-164188-0029_205-157088-0005_1638-84447-0037_3866-9920-0054,4010,M,2853,F,205,F,1638,M,3866,M
597-127694-0019_3927-6556-0010_2751-142363-0058_834-130871-0001_2238-121413-0034,597,F,3927,M,2751,F,834,F,2238,M
6120-56179-0023_4278-187018-0015_2960-155151-0017_7945-112011-0026_3717-21493-0011,6120,F,4278,M,2960,M,7945,F,3717,M
636-128310-0007_7139-75360-0020_4331-88349-0028_3446-144019-0001_7335-290365-0101,636,F,7139,M,4331,F,3446,F,7335,F
7258-91905-0008_323-126408-0001_7752-113336-0039_1165-135216-0024_7495-252341-0028,7258,M,323,F,7752,F,1165,M,7495,F
4806-26895-0025_1472-285314-0023_4945-29090-0005_4116-3582-0032_7739-8592-0053,4806,M,1472,F,4945,M,4116,F,7739,F
6120-56179-0053_968-122544-0000_1513-140221-0029_3781-156977-0005_7766-109658-0073,6120,F,968,F,1513,M,3781,F,7766,F
2775-160958-0045_3483-119637-0047_2074-147193-0026_2012-139358-0020_6119-48032-0007,2775,F,3483,M,2074,M,2012,M,6119,M
3157-119295-0025_3835-178030-0018_5139-61422-0005_6877-79973-0046_5776-46889-0128,3157,F,3835,M,5139,F,6877,M,5776,M
2045-158081-0109_6189-21305-0032_7314-93276-0007_4926-23281-0029_1212-75242-0019,2045,M,6189,F,7314,M,4926,F,1212,F
1313-135020-0007_5968-55202-0031_580-126945-0039_4260-176853-0007_5029-30593-0001,1313,M,5968,F,580,M,4260,F,5029,F
3083-7944-0058_4734-220951-0033_4381-14897-0020_5489-10988-0009_6458-61323-0005,3083,F,4734,M,4381,F,5489,F,6458,M
2010-147045-0048_3493-17615-0024_1060-134451-0050_3945-29110-0001_7484-39971-0086,2010,F,3493,F,1060,F,3945,M,7484,M
115-122944-0090_5727-47030-0048_3379-132592-0021_1050-134120-0039_1079-128632-0014,115,F,5727,M,3379,F,1050,F,1079,F
5206-19376-0033_296-142727-0006_3009-10327-0062_6359-64713-0056_3119-163527-0073,5206,M,296,M,3009,M,6359,F,3119,F
79-121541-0028_1513-140222-0053_1290-135762-0018_1271-136861-0009_3513-163607-0027,79,F,1513,M,1290,F,1271,M,3513,F
4243-187024-0027_216-122441-0042_1264-129805-0007_8097-114971-0013_1885-136863-0080,4243,M,216,M,1264,M,8097,F,1885,F
7777-106367-0003_8758-291170-0013_4289-21393-0055_3972-170212-0002_231-127936-0007,7777,M,8758,M,4289,F,3972,F,231,M
1944-159230-0028_7994-258959-0002_2149-36146-0021_1165-135216-0023_8193-116804-0065,1944,F,7994,F,2149,M,1165,M,8193,F
1290-135762-0014_451-126829-0020_4806-26895-0006_3025-12971-0042_5684-46240-0023,1290,F,451,F,4806,M,3025,F,5684,F
7825-258970-0023_6373-65772-0100_5727-47030-0011_1283-136983-0023_3361-1133-0036,7825,M,6373,F,5727,M,1283,M,3361,F
500-125123-0072_2162-164461-0008_2045-158081-0030_957-132537-0008_1874-165701-0025,500,M,2162,M,2045,M,957,M,1874,M
2769-169619-0018_7460-92002-0021_1093-132891-0096_6927-86043-0018_2481-156738-0045,2769,M,7460,M,1093,F,6927,F,2481,F
7828-105179-0025_3869-700-0000_7095-88484-0033_5147-32136-0016_639-143022-0052,7828,M,3869,M,7095,M,5147,M,639,M
2397-162253-0001_1112-128136-0015_6032-58192-0057_7085-2327-0007_3307-145145-0017,2397,M,1112,M,6032,F,7085,M,3307,M
6574-70753-0021_707-161166-0020_6120-56179-0049_157-126796-0009_1629-139707-0015,6574,M,707,M,6120,F,157,M,1629,F
5126-27504-0004_6828-64738-0047_210-129396-0082_576-129623-0127_6388-64974-0089,5126,M,6828,F,210,M,576,F,6388,F
1018-133447-0042_1031-133220-0031_6317-54487-0075_274-121392-0023_6235-36641-0030,1018,M,1031,F,6317,F,274,F,6235,F
1806-143948-0031_5635-44582-0010_5126-36956-0006_2481-156738-0046_8163-274549-0043,1806,M,5635,M,5126,M,2481,F,8163,F
115-122944-0007_4331-57179-0013_948-132705-0028_5147-32136-0028_6701-71404-0010,115,F,4331,F,948,F,5147,M,6701,M
968-122544-0041_2060-150843-0025_8228-232690-0048_8075-279239-0023_1933-146437-0060,968,F,2060,F,8228,F,8075,F,1933,F
1322-137588-0008_5093-29101-0020_8222-274380-0001_5293-82020-0092_1776-142744-0041,1322,M,5093,F,8222,M,5293,M,1776,M
5261-19373-0053_2272-152265-0013_3521-175962-0025_8591-284444-0010_5489-65803-0032,5261,M,2272,M,3521,M,8591,F,5489,F
3171-68344-0045_6446-57416-0019_2056-143893-0093_1058-133263-0033_1740-141148-0094,3171,M,6446,M,2056,F,1058,M,1740,F
4495-10160-0037_899-126233-0000_8152-258974-0010_4731-58193-0006_4719-25766-0037,4495,M,899,M,8152,M,4731,F,4719,M
6215-62347-0057_5246-30101-0050_6574-120583-0002_203-126577-0011_5261-19373-0031,6215,F,5246,M,6574,M,203,F,5261,M
1001-134707-0035_7498-99156-0011_5724-13364-0075_7520-258986-0054_8824-279153-0083,1001,M,7498,F,5724,F,7520,M,8824,M
4495-10160-0068_8855-283242-0005_3989-182402-0025_2240-148529-0008_7247-94108-0021,4495,M,8855,M,3989,M,2240,M,7247,M
5239-31629-0044_7705-101579-0040_497-125118-0011_7833-102238-0017_1668-136280-0041,5239,M,7705,M,497,M,7833,M,1668,F
1638-84448-0006_5985-300225-0037_1100-135264-0007_205-159056-0003_7000-83708-0031,1638,M,5985,M,1100,F,205,F,7000,M
4595-45204-0004_2045-158081-0112_2815-160188-0076_17-363-0027_3368-170950-0004,4595,M,2045,M,2815,M,17,M,3368,M
9023-296467-0026_7258-91906-0030_6235-36641-0036_7832-114468-0019_8534-216567-0045,9023,F,7258,M,6235,F,7832,M,8534,M
5242-35921-0010_7994-258960-0064_7335-290365-0069_3025-12971-0007_6877-79973-0021,5242,M,7994,F,7335,F,3025,F,6877,M
1379-130486-0015_688-15446-0006_1734-142311-0006_2638-10172-0113_770-134592-0001,1379,M,688,F,1734,F,2638,F,770,M
8152-258974-0047_7766-109658-0026_5054-1187-0023_3979-10702-0051_1018-133447-0012,8152,M,7766,F,5054,F,3979,F,1018,M
2393-144496-0107_6788-111574-0021_2499-156154-0018_731-366-0040_968-122545-0040,2393,M,6788,F,2499,M,731,F,968,F
3330-170956-0029_1460-138290-0022_5186-7793-0087_1944-159227-0015_1387-134991-0032,3330,F,1460,F,5186,M,1944,F,1387,M
718-129597-0015_3009-10328-0027_7704-106974-0027_7117-86710-0024_1058-133263-0016,718,M,3009,M,7704,M,7117,F,1058,M
